"","experiment_alias","cell_line"
"6236","GSM4256666","HeLa"
"6237","GSM4256667","HeLa"
"6238","GSM4256668","HeLa"
"6239","GSM4256669","HeLa"
"6240","GSM4256670","HeLa"
"6241","GSM4256671","HeLa"
"6242","GSM4256672","HeLa"
"6243","GSM4256673","HeLa"
"6244","GSM4256674","HeLa"
"6245","GSM4256675","HeLa"
"6246","GSM4256676","HeLa"
"6247","GSM4257246","hippocampus"
"6248","GSM4257247","hippocampus"
"6249","GSM4257248","hippocampus"
"6250","GSM4257249","hippocampus"
"6251","GSM4257250","hippocampus"
"6252","GSM4258279","Mutu"
"6253","GSM4258280","Mutu"
"6254","GSM4258281","Mutu"
"6255","GSM4258282","Mutu"
"6256","GSM4258283","Mutu"
"6257","GSM4258284","Mutu"
"6258","GSM4258285","Mutu"
"6259","GSM4258286","Mutu"
"6260","GSM4258287","Mutu"
"6261","GSM4258288","Mutu"
"6262","GSM4258289","Mutu"
"6263","GSM4258290","Mutu"
"6265","GSM4258292","Mutu"
"6266","GSM4258293","Mutu"
"6267","GSM4258294","Mutu"
"6269","GSM4258296","Mutu"
"6270","GSM4258297","Mutu"
"6271","GSM4258298","U2392"
"6272","GSM4258299","U2392"
"6273","GSM4258300","U2392"
"6274","GSM4258301","U2392"
"6275","GSM4258302","U2392"
"6276","GSM4258303","U2392"
"6277","GSM4258304","U2392"
"6278","GSM4258305","U2392"
"6279","GSM4258306","U2392"
"6280","GSM4258307","U2392"
"6281","GSM4258308","U2392"
"6282","GSM4258309","U2392"
"6283","GSM4258310","U2392"
"6284","GSM4258311","U2392"
"6289","GSM4258316","U2392"
"6290","GSM4258317","U2392"
"6291","GSM4258318","U2392"
"6293","GSM4258320","U2392"
"6298","GSM4263930","BRx-142"
"6299","GSM4263931","BRx-142"
"6300","GSM4263932","BRx-142"
"6301","GSM4263933","BRx-142"
"6302","GSM4271538","cerebral cortex"
"6303","GSM4271539","cerebral cortex"
"6304","GSM4271540","cerebral cortex"
"6305","GSM4271541","cerebral cortex"
"6306","GSM4271542","cerebral cortex"
"6307","GSM4271543","cerebral cortex"
"6308","GSM4271544","cerebral cortex"
"6309","GSM4271545","cerebral cortex"
"6310","GSM4271546","cerebral cortex"
"6311","GSM4271547","cerebral cortex"
"6312","GSM4271548","cerebral cortex"
"6313","GSM4271549","cerebral cortex"
"6314","GSM4271550","cerebral cortex"
"6315","GSM4271551","cerebral cortex"
"6316","GSM4271552","cerebral cortex"
"6317","GSM4271553","cerebral cortex"
"6318","GSM4271554","cerebral cortex"
"6319","GSM4271555","cerebral cortex"
"6320","GSM4271556","cerebral cortex"
"6321","GSM4271557","cerebral cortex"
"6322","GSM4271558","cerebral cortex"
"6323","GSM4271559","cerebral cortex"
"6324","GSM4271560","cerebral cortex"
"6325","GSM4271561","cerebral cortex"
"6326","GSM4271562","cerebral cortex"
"6327","GSM4271563","cerebral cortex"
"6328","GSM4271564","cerebral cortex"
"6329","GSM4271565","cerebral cortex"
"6330","GSM4271566","cerebral cortex"
"6331","GSM4271567","cerebral cortex"
"6332","GSM4271568","cerebral cortex"
"6333","GSM4277532","C4-2"
"6334","GSM4277533","C4-2"
"6335","GSM4277534","C4-2"
"6336","GSM4277535","C4-2"
"6337","GSM4277536","C4-2"
"6338","GSM4277537","C4-2"
"6339","GSM4277538","C4-2"
"6340","GSM4277539","C4-2"
"6341","GSM4277540","C4-2"
"6342","GSM4277541","C4-2"
"6343","GSM4277542","C4-2"
"6344","GSM4277543","C4-2"
"6345","GSM4278088","hippocampus"
"6346","GSM4278089","hippocampus"
"6347","GSM4278090","hippocampus"
"6348","GSM4278091","hippocampus"
"6349","GSM4278092","hippocampus"
"6350","GSM4278093","hippocampus"
"6351","GSM4278094","hippocampus"
"6352","GSM4278095","hippocampus"
"6353","GSM4278096","hippocampus"
"6354","GSM4278097","hippocampus"
"6355","GSM4278098","hippocampus"
"6356","GSM4278099","hippocampus"
"6357","GSM4278100","hippocampus"
"6358","GSM4278101","hippocampus"
"6359","GSM4278102","hippocampus"
"6360","GSM4278103","hippocampus"
"6361","GSM4278104","hippocampus"
"6362","GSM4278105","hippocampus"
"6363","GSM4278106","hippocampus"
"6364","GSM4279080","EL4"
"6365","GSM4279081","EL4"
"6366","GSM4279082","EL4"
"6367","GSM4279083","EL4"
"6368","GSM4279084","EL4"
"6369","GSM4279085","EL4"
"6370","GSM4279086","EL4"
"6371","GSM4279087","EL4"
"6372","GSM4279088","EL4"
"6373","GSM4279089","EL4"
"6374","GSM4282032","HEK293T"
"6375","GSM4282033","HEK293T"
"6376","GSM4282034","HEK293T"
"6377","GSM4282035","HEK293T"
"6378","GSM4282036","HEK293T"
"6379","GSM4282037","HEK293T"
"6380","GSM4282038","HEK293T"
"6381","GSM4282039","HEK293T"
"6382","GSM4282040","HEK293T"
"6383","GSM4282352","HCT116"
"6384","GSM4282353","HCT116"
"6385","GSM4282354","HCT116"
"6386","GSM4282355","HCT116"
"6387","GSM4282356","HCT116"
"6388","GSM4282357","HCT116"
"6389","GSM4282358","HCT116"
"6390","GSM4282359","HCT116"
"6391","GSM4285680","embryonic stem cells "
"6392","GSM4285681","embryonic stem cells "
"6393","GSM4285682","embryonic stem cells "
"6394","GSM4285683","embryonic stem cells "
"6395","GSM4285684","embryonic stem cells "
"6396","GSM4285685","embryonic stem cells "
"6397","GSM4285686","embryonic stem cells "
"6398","GSM4285687","embryonic stem cells "
"6399","GSM4290333","hippocampus"
"6400","GSM4290334","hippocampus"
"6401","GSM4290335","hippocampus"
"6402","GSM4290336","hippocampus"
"6403","GSM4290337","hippocampus"
"6404","GSM4290338","hippocampus"
"6405","GSM4290339","hippocampus"
"6406","GSM4290340","hippocampus"
"6407","GSM4290341","hippocampus"
"6408","GSM4290342","hippocampus"
"6409","GSM4290343","hippocampus"
"6410","GSM4290344","hippocampus"
"6411","GSM4293560","H1"
"6412","GSM4293561","H1"
"6413","GSM4293562","H1"
"6414","GSM4293563","H1"
"6415","GSM4293564","H1"
"6416","GSM4293565","H1"
"6417","GSM4293566","H1"
"6418","GSM4293567","H1"
"6419","GSM4293568","H1"
"6420","GSM4293569","H1"
"6421","GSM4293570","H1"
"6422","GSM4293571","H1"
"6423","GSM4293572","H1"
"6424","GSM4293573","H1"
"6425","GSM4293574","H1"
"6426","GSM4293575","H1"
"6427","GSM4293576","H1"
"6428","GSM4293577","H1"
"6429","GSM4293578","H1"
"6430","GSM4293579","H1"
"6431","GSM4293580","H1"
"6432","GSM4293581","H1"
"6433","GSM4293582","H1"
"6434","GSM4293583","H1"
"6435","GSM4293584","H1"
"6436","GSM4293585","H1"
"6437","GSM4293586","H1"
"6438","GSM4293587","H1"
"6439","GSM4293588","H1"
"6440","GSM4293589","H1"
"6441","GSM4293590","H1"
"6442","GSM4293591","H1"
"6443","GSM4293592","H1"
"6444","GSM4293593","H1"
"6445","GSM4293594","H1"
"6446","GSM4293595","H1"
"6447","GSM4293596","H1"
"6448","GSM4293597","H1"
"6449","GSM4293598","H1"
"6450","GSM4293599","H1"
"6451","GSM4293600","H1"
"6452","GSM4293601","H1"
"6453","GSM4293602","H1"
"6454","GSM4293603","H1"
"6455","GSM4293604","H1"
"6456","GSM4293605","H1"
"6457","GSM4293606","EndoC-BH1"
"6458","GSM4293607","H1"
"6459","GSM4293608","H1"
"6460","GSM4293609","H1"
"6461","GSM4293610","H1"
"6462","GSM4293611","H1"
"6463","GSM4293612","H1"
"6464","GSM4293613","H1"
"6465","GSM4293614","H1"
"6466","GSM4293615","H1"
"6467","GSM4293616","H1"
"6468","GSM4293617","H1"
"6469","GSM4293618","H1"
"6470","GSM4293619","H1"
"6471","GSM4293620","H1"
"6472","GSM4293621","H1"
"6473","GSM4293622","H1"
"6474","GSM4293623","H1"
"6475","GSM4293624","H1"
"6476","GSM4293625","H1"
"6477","GSM4293626","H1"
"6478","GSM4293627","H1"
"6479","GSM4293628","H1"
"6480","GSM4293629","H1"
"6481","GSM4293630","H1"
"6482","GSM4293631","H1"
"6483","GSM4293632","H1"
"6484","GSM4293633","H1"
"6485","GSM4293634","H1"
"6486","GSM4293635","H1"
"6487","GSM4293636","H1"
"6488","GSM4293637","H1"
"6489","GSM4293638","H1"
"6490","GSM4293639","H1"
"6491","GSM4293640","H1"
"6492","GSM4293641","H1"
"6493","GSM4293642","H1"
"6494","GSM4299125","HEK293T"
"6495","GSM4299126","HEK293T"
"6496","GSM4299127","HEK293T"
"6497","GSM4299128","HEK293T"
"6498","GSM4299129","HEK293T"
"6499","GSM4299130","HEK293T"
"6506","GSM4299743","embryonic stem cells "
"6507","GSM4299744","embryonic stem cells "
"6508","GSM4299745","embryonic stem cells "
"6509","GSM4299746","embryonic stem cells "
"6510","GSM4299749","embryonic stem cells "
"6511","GSM4299750","embryonic stem cells "
"6512","GSM4299751","embryonic stem cells "
"6513","GSM4299752","embryonic stem cells "
"6514","GSM4331576","HEK293"
"6515","GSM4331577","HEK293"
"6516","GSM4331578","HEK293"
"6517","GSM4331579","HEK293"
"6518","GSM4364117","B cells"
"6519","GSM4364118","B cells"
"6520","GSM4364119","B cells"
"6521","GSM4364120","B cells"
"6522","GSM4364121","B cells"
"6523","GSM4364122","B cells"
"6524","GSM4364123","B cells"
"6525","GSM4364124","B cells"
"6526","GSM4364125","B cells"
"6527","GSM4364126","B cells"
"6528","GSM4371495","brain"
"6529","GSM4371498","brain"
"6530","GSM4371500","heart"
"6531","GSM4371503","heart"
"6532","GSM4371505","kidney"
"6533","GSM4371507","kidney"
"6534","GSM4371510","liver"
"6535","GSM4371513","liver"
"6536","GSM4371515","lung"
"6537","GSM4371517","lung"
"6538","GSM4371520","retina"
"6539","GSM4371522","retina"
"6540","GSM4371524","brain"
"6541","GSM4371527","brain"
"6542","GSM4371529","heart"
"6543","GSM4371531","heart"
"6544","GSM4371534","kidney"
"6545","GSM4371536","kidney"
"6546","GSM4371538","liver"
"6547","GSM4371540","liver"
"6548","GSM4371543","lung"
"6549","GSM4371545","lung"
"6550","GSM4371547","retina"
"6551","GSM4371550","retina"
"6552","GSM4378947","HAP-1"
"6553","GSM4378948","HAP-1"
"6554","GSM4378949","HAP-1"
"6555","GSM4378950","HAP-1"
"6556","GSM4378951","HAP-1"
"6557","GSM4403957","Striatal cells"
"6558","GSM4403958","Striatal cells"
"6559","GSM4403959","Striatal cells"
"6560","GSM4403960","Striatal cells"
"6561","GSM4403961","Striatal cells"
"6562","GSM4403962","Striatal cells"
"6563","GSM4403963","Striatal cells"
"6564","GSM4403964","Striatal cells"
"6565","GSM4403965","Striatal cells"
"6570","GSM4403970","Striatal cells"
"6575","GSM4407814","THP-1"
"6576","GSM4407815","THP-1"
"6577","GSM4407816","THP-1"
"6578","GSM4407817","THP-1"
"6579","GSM4407818","THP-1"
"6580","GSM4407819","THP-1"
"6581","GSM4407820","THP-1"
"6582","GSM4407821","THP-1"
"6583","GSM4407914","HeLa"
"6584","GSM4407915","HeLa"
"6585","GSM4407916","HeLa"
"6586","GSM4425990","HEK293T"
"6587","GSM4425991","HEK293T"
"6588","GSM4425992","HEK293T"
"6589","GSM4425993","HEK293T"
"6590","GSM4425994","HEK293T"
"6591","GSM4425995","HEK293T"
"6592","GSM4425996","HEK293T"
"6593","GSM4425997","HEK293T"
"6594","GSM4425998","K562"
"6595","GSM4425999","K562"
"6596","GSM4426000","K562"
"6597","GSM4426001","K562"
"6598","GSM4426002","K562"
"6599","GSM4426003","K562"
"6600","GSM4426004","K562"
"6601","GSM4426005","K562"
"6602","GSM4426006","K562"
"6603","GSM4426007","K562"
"6604","GSM4426008","K562"
"6605","GSM4426009","K562"
"6606","GSM4426010","K562"
"6607","GSM4426011","K562"
"6608","GSM4426012","K562"
"6609","GSM4426013","K562"
"6610","GSM4426014","HEK293FT"
"6611","GSM4426015","HEK293FT"
"6612","GSM4447050","KH2"
"6613","GSM4447051","KH2"
"6614","GSM4447052","KH2"
"6615","GSM4447053","KH2"
"6616","GSM4447054","KH2"
"6617","GSM4447055","KH2"
"6618","GSM4447056","KH2"
"6619","GSM4447057","KH2"
"6620","GSM4447058","embryonic stem cells "
"6621","GSM4447059","embryonic stem cells "
"6622","GSM4447060","embryonic stem cells "
"6623","GSM4447061","embryonic stem cells "
"6624","GSM4447062","GV stage mouse oocytes"
"6625","GSM4447063","GV stage mouse oocytes"
"6626","GSM4447064","GV stage mouse oocytes"
"6627","GSM4447065","GV stage mouse oocytes"
"6628","GSM4447066","GV stage mouse oocytes"
"6629","GSM4447067","GV stage mouse oocytes"
"6630","GSM4447068","GV stage mouse oocytes"
"6631","GSM4447069","GV stage mouse oocytes"
"6632","GSM4447070","GV stage mouse oocytes"
"6633","GSM4447071","GV stage mouse oocytes"
"6634","GSM4447072","GV stage mouse oocytes"
"6635","GSM4447073","GV stage mouse oocytes"
"6636","GSM4447074","round spermatids"
"6637","GSM4447075","round spermatids"
"6638","GSM4447076","round spermatids"
"6639","GSM4452888","KH2"
"6640","GSM4452889","KH2"
"6641","GSM4452890","KH2"
"6642","GSM4452891","KH2"
"6643","GSM4452892","KH2"
"6644","GSM4452893","KH2"
"6645","GSM4452894","KH2"
"6646","GSM4452895","KH2"
"6647","GSM4452896","KH2"
"6648","GSM4452897","KH2"
"6649","GSM4452898","KH2"
"6650","GSM4452899","KH2"
"6651","GSM4452900","KH2"
"6652","GSM4452901","KH2"
"6653","GSM4452902","KH2"
"6654","GSM4452903","KH2"
"6655","GSM4452904","KH2"
"6656","GSM4452905","KH2"
"6657","GSM4452906","KH2"
"6658","GSM4452907","KH2"
"6659","GSM4452908","KH2"
"6660","GSM4452909","KH2"
"6661","GSM4452910","KH2"
"6662","GSM4452911","KH2"
"6663","GSM4452912","KH2"
"6664","GSM4452913","KH2"
"6665","GSM4452914","KH2"
"6666","GSM4452915","KH2"
"6667","GSM4452916","KH2"
"6668","GSM4452917","KH2"
"6669","GSM4452918","KH2"
"6670","GSM4452919","KH2"
"6671","GSM4452920","KH2"
"6672","GSM4452921","KH2"
"6673","GSM4452922","KH2"
"6674","GSM4452923","KH2"
"6675","GSM4452924","KH2"
"6676","GSM4452925","KH2"
"6677","GSM4452926","KH2"
"6678","GSM4452927","KH2"
"6679","GSM4452928","KH2"
"6680","GSM4452929","KH2"
"6681","GSM4452930","KH2"
"6682","GSM4452931","KH2"
"6683","GSM4452932","KH2"
"6684","GSM4452933","KH2"
"6685","GSM4452934","KH2"
"6686","GSM4452935","KH2"
"6687","GSM4452936","KH2"
"6688","GSM4452937","KH2"
"6689","GSM4456522","Fetal cortex"
"6690","GSM4458510","A549"
"6691","GSM4458511","A549"
"6692","GSM4458512","A549"
"6693","GSM4458513","A549"
"6694","GSM4473269","KH2"
"6695","GSM4473270","KH2"
"6696","GSM4473271","KH2"
"6697","GSM4473272","KH2"
"6698","GSM4473273","KH2"
"6699","GSM4473274","KH2"
"6700","GSM4473275","KH2"
"6701","GSM4473276","KH2"
"6702","GSM4473277","KH2"
"6703","GSM4473278","KH2"
"6704","GSM4473279","KH2"
"6705","GSM4473280","KH2"
"6706","GSM4475936","NCI-H1650"
"6707","GSM4475937","NCI-H1650"
"6708","GSM4475938","NCI-H520"
"6709","GSM4475939","NCI-H521"
"6710","GSM4475940","Hs 936.T"
"6711","GSM4475941","Hs 936.T"
"6712","GSM4475942","A375"
"6713","GSM4475943","A375"
"6714","GSM4475944","NCI-H1650"
"6715","GSM4475945","NCI-H1650"
"6716","GSM4475946","NCI-H520"
"6717","GSM4475947","NCI-H521"
"6718","GSM4475948","Hs 936.T"
"6719","GSM4475949","Hs 936.T"
"6720","GSM4475950","A375"
"6721","GSM4475951","A375"
"6722","GSM4478779","HeLa"
"6723","GSM4478780","HeLa"
"6724","GSM4478781","HeLa"
"6725","GSM4483514","SH-SY5Y"
"6726","GSM4483515","SH-SY5Y"
"6727","GSM4483516","SH-SY5Y"
"6728","GSM4483517","SH-SY5Y"
"6729","GSM4483518","SH-SY5Y"
"6730","GSM4483519","SH-SY5Y"
"6731","GSM4483520","SH-SY5Y"
"6732","GSM4483521","SH-SY5Y"
"6733","GSM4483522","SH-SY5Y"
"6734","GSM4483523","SH-SY5Y"
"6735","GSM4483524","SH-SY5Y"
"6736","GSM4483525","SH-SY5Y"
"6737","GSM4483526","SH-SY5Y"
"6738","GSM4483527","SH-SY5Y"
"6739","GSM4483528","SH-SY5Y"
"6740","GSM4483529","SH-SY5Y"
"6741","GSM4483530","SH-SY5Y"
"6742","GSM4483531","SH-SY5Y"
"6743","GSM4483532","SH-SY5Y"
"6744","GSM4483533","SH-SY5Y"
"6745","GSM4483534","SH-SY5Y"
"6746","GSM4483535","SH-SY5Y"
"6747","GSM4483536","SH-SY5Y"
"6748","GSM4483537","SH-SY5Y"
"6749","GSM4483538","SH-SY5Y"
"6750","GSM4483539","SH-SY5Y"
"6751","GSM4483540","SH-SY5Y"
"6752","GSM4483541","SH-SY5Y"
"6753","GSM4485596","HeLa"
"6754","GSM4485597","HeLa"
"6755","GSM4485598","HeLa"
"6756","GSM4485599","HeLa"
"6757","GSM4495441","HEK293T"
"6758","GSM4495442","HEK293T"
"6759","GSM4495443","HEK293T"
"6760","GSM4495444","HEK293T"
"6761","GSM4495445","HEK293T"
"6762","GSM4495446","HEK293T"
"6763","GSM4495447","HEK293T"
"6764","GSM4495448","HEK293T"
"6765","GSM4504137","PDX"
"6766","GSM4504138","PDX"
"6767","GSM4504139","PDX"
"6768","GSM4504140","PDX"
"6769","GSM4504141","PDX"
"6770","GSM4504142","PDX"
"6771","GSM4504143","PDX"
"6772","GSM4504144","PDX"
"6773","GSM4504145","PDX"
"6774","GSM4504146","PDX"
"6775","GSM4504147","PDX"
"6776","GSM4504148","PDX"
"6777","GSM4504149","PDX"
"6778","GSM4504150","PDX"
"6779","GSM4504151","PDX"
"6780","GSM4504152","PDX"
"6781","GSM4512979","cerebral cortex"
"6782","GSM4512980","cerebral cortex"
"6783","GSM4512981","cerebral cortex"
"6784","GSM4512982","hippocampus"
"6785","GSM4512983","hippocampus"
"6786","GSM4512984","hippocampus"
"6787","GSM4512985","cerebral cortex"
"6788","GSM4512986","cerebral cortex"
"6789","GSM4512987","cerebral cortex"
"6790","GSM4512988","hippocampus"
"6791","GSM4512989","hippocampus"
"6792","GSM4512990","hippocampus"
"6793","GSM4512991","cerebral cortex"
"6794","GSM4512992","cerebral cortex"
"6795","GSM4512993","cerebral cortex"
"6796","GSM4512994","hippocampus"
"6797","GSM4512995","hippocampus"
"6798","GSM4512996","hippocampus"
"6799","GSM4512997","cerebral cortex"
"6800","GSM4512998","cerebral cortex"
"6801","GSM4512999","cerebral cortex"
"6802","GSM4513000","hippocampus"
"6803","GSM4513001","hippocampus"
"6804","GSM4513002","hippocampus"
"6805","GSM4513003","cerebral cortex"
"6806","GSM4513004","cerebral cortex"
"6807","GSM4513005","cerebral cortex"
"6808","GSM4513006","hippocampus"
"6809","GSM4513007","hippocampus"
"6810","GSM4513008","hippocampus"
"6811","GSM4513009","cerebral cortex"
"6812","GSM4513010","cerebral cortex"
"6813","GSM4513011","cerebral cortex"
"6814","GSM4513012","hippocampus"
"6815","GSM4513013","hippocampus"
"6816","GSM4513014","hippocampus"
"6817","GSM4513015","cerebral cortex"
"6818","GSM4513016","cerebral cortex"
"6819","GSM4513017","cerebral cortex"
"6820","GSM4513018","hippocampus"
"6821","GSM4513019","hippocampus"
"6822","GSM4513020","hippocampus"
"6823","GSM4513021","cerebral cortex"
"6824","GSM4513022","cerebral cortex"
"6825","GSM4513023","cerebral cortex"
"6826","GSM4513024","hippocampus"
"6827","GSM4513025","hippocampus"
"6828","GSM4513026","hippocampus"
"6829","GSM4513027","cerebral cortex"
"6830","GSM4513028","cerebral cortex"
"6831","GSM4513029","cerebral cortex"
"6832","GSM4513030","hippocampus"
"6833","GSM4513031","hippocampus"
"6834","GSM4513032","hippocampus"
"6835","GSM4513033","cerebral cortex"
"6836","GSM4513034","cerebral cortex"
"6837","GSM4513035","cerebral cortex"
"6838","GSM4513036","hippocampus"
"6839","GSM4513037","hippocampus"
"6840","GSM4513038","hippocampus"
"6841","GSM4513039","cerebral cortex"
"6842","GSM4513040","cerebral cortex"
"6843","GSM4513041","hippocampus"
"6844","GSM4513042","hippocampus"
"6845","GSM4513043","hippocampus"
"6846","GSM4513044","cerebral cortex"
"6847","GSM4513045","cerebral cortex"
"6848","GSM4513046","hippocampus"
"6849","GSM4513047","hippocampus"
"6850","GSM4513048","hippocampus"
"6851","GSM4513049","hemisphere"
"6852","GSM4513050","hemisphere"
"6853","GSM4513051","hemisphere"
"6854","GSM4513052","hemisphere"
"6855","GSM4513053","hemisphere"
"6856","GSM4513054","hemisphere"
"6857","GSM4513055","hemisphere"
"6858","GSM4513056","hemisphere"
"6859","GSM4513057","hemisphere"
"6860","GSM4513058","hemisphere"
"6861","GSM4513059","hemisphere"
"6862","GSM4513060","hemisphere"
"6863","GSM4513061","hemisphere"
"6864","GSM4513062","hemisphere"
"6865","GSM4513063","hemisphere"
"6866","GSM4513064","hemisphere"
"6867","GSM4513065","hemisphere"
"6868","GSM4513066","hemisphere"
"6869","GSM4513067","hemisphere"
"6870","GSM4513068","hemisphere"
"6871","GSM4513069","hemisphere"
"6872","GSM4513070","hemisphere"
"6873","GSM4513071","hemisphere"
"6874","GSM4513072","hemisphere"
"6875","GSM4513073","hemisphere"
"6876","GSM4513074","hemisphere"
"6877","GSM4513075","hemisphere"
"6878","GSM4513076","hemisphere"
"6879","GSM4513077","hemisphere"
"6880","GSM4513078","hemisphere"
"6881","GSM4513079","hemisphere"
"6882","GSM4513080","hemisphere"
"6883","GSM4513081","hemisphere"
"6884","GSM4513082","hemisphere"
"6885","GSM4513083","hemisphere"
"6886","GSM4513084","hemisphere"
"6887","GSM4513085","hemisphere"
"6888","GSM4513086","hemisphere"
"6889","GSM4513087","hemisphere"
"6890","GSM4513088","hemisphere"
"6891","GSM4513089","hemisphere"
"6892","GSM4513090","hemisphere"
"6893","GSM4513091","hemisphere"
"6894","GSM4513092","hemisphere"
"6895","GSM4513093","hemisphere"
"6896","GSM4513094","hemisphere"
"6897","GSM4513095","hemisphere"
"6898","GSM4513096","hemisphere"
"6899","GSM4513097","hemisphere"
"6900","GSM4513098","hemisphere"
"6901","GSM4513099","hemisphere"
"6902","GSM4513100","hemisphere"
"6903","GSM4513101","hemisphere"
"6904","GSM4513102","hemisphere"
"6905","GSM4513103","hemisphere"
"6906","GSM4513104","hemisphere"
"6907","GSM4513105","hemisphere"
"6908","GSM4513106","hemisphere"
"6909","GSM4513107","hemisphere"
"6910","GSM4513108","hemisphere"
"6911","GSM4513109","hemisphere"
"6912","GSM4513110","hemisphere"
"6913","GSM4513111","hemisphere"
"6914","GSM4513112","hemisphere"
"6915","GSM4513113","hemisphere"
"6916","GSM4513114","hemisphere"
"6917","GSM4513115","hemisphere"
"6918","GSM4513116","hemisphere"
"6919","GSM4513117","hemisphere"
"6920","GSM4513118","hemisphere"
"6921","GSM4513119","cerebral cortex"
"6922","GSM4513120","cerebral cortex"
"6923","GSM4513121","hemisphere"
"6924","GSM4513122","hemisphere"
"6925","GSM4513123","hemisphere"
"6926","GSM4513124","hemisphere"
"6927","GSM4513125","hemisphere"
"6928","GSM4513126","hemisphere"
"6929","GSM4513127","hemisphere"
"6930","GSM4513128","hippocampus"
"6931","GSM4513129","hemisphere"
"6932","GSM4513130","hemisphere"
"6933","GSM4513131","hemisphere"
"6934","GSM4513132","hemisphere"
"6935","GSM4513133","hemisphere"
"6936","GSM4513134","hemisphere"
"6937","GSM4513135","hemisphere"
"6938","GSM4513136","hemisphere"
"6939","GSM4513137","hemisphere"
"6940","GSM4513138","hemisphere"
"6941","GSM4513139","hemisphere"
"6942","GSM4513140","hemisphere"
"6943","GSM4513141","hemisphere"
"6944","GSM4513142","hemisphere"
"6945","GSM4513143","hemisphere"
"6946","GSM4513144","hemisphere"
"6947","GSM4513145","hemisphere"
"6948","GSM4513146","hemisphere"
"6949","GSM4513147","hemisphere"
"6950","GSM4513148","hemisphere"
"6951","GSM4513149","hemisphere"
"6952","GSM4513150","hemisphere"
"6953","GSM4513151","hemisphere"
"6954","GSM4513152","hemisphere"
"6955","GSM4513153","hemisphere"
"6956","GSM4513154","hemisphere"
"6957","GSM4513155","hemisphere"
"6958","GSM4513156","hemisphere"
"6959","GSM4513157","hemisphere"
"6960","GSM4513158","hemisphere"
"6961","GSM4513159","hemisphere"
"6962","GSM4513160","hemisphere"
"6963","GSM4513161","hemisphere"
"6964","GSM4513162","hemisphere"
"6965","GSM4513163","hemisphere"
"6966","GSM4513164","hemisphere"
"6967","GSM4519037","embryonic fibroblast"
"6968","GSM4519038","embryonic fibroblast"
"6969","GSM4519039","embryonic fibroblast"
"6970","GSM4519040","embryonic fibroblast"
"6971","GSM4519041","embryonic fibroblast"
"6972","GSM4519042","embryonic fibroblast"
"6973","GSM4519043","embryonic fibroblast"
"6974","GSM4519044","embryonic fibroblast"
"6975","GSM4519099","Vero 6"
"6976","GSM4519100","Vero 6"
"6977","GSM4519101","Vero 6"
"6978","GSM4519102","Vero 6"
"6979","GSM4519103","Vero 6"
"6980","GSM4519104","Vero 6"
"6981","GSM4519105","Vero 6"
"6982","GSM4519106","Vero 6"
"6983","GSM4519107","Vero 6"
"6984","GSM4519108","Vero 6"
"6985","GSM4519109","Vero 6"
"6986","GSM4519110","Vero 6"
"6987","GSM4519111","Vero 6"
"6988","GSM4519112","Vero 6"
"6989","GSM4519113","Vero 6"
"6990","GSM4519114","Vero 6"
"6991","GSM4550615","HEK293T"
"6992","GSM4550616","HEK293T"
"6993","GSM4550617","HEK293T"
"6994","GSM4550618","HEK293T"
"6995","GSM4567007","KRPC-A cells (from gen. eng. murine tumors)"
"6996","GSM4567008","KRPC-A cells (from gen. eng. murine tumors)"
"6997","GSM4567009","KRPC-A cells (from gen. eng. murine tumors)"
"6998","GSM4567010","KRPC-A cells (from gen. eng. murine tumors)"
"6999","GSM4567011","KRPC-A cells (from gen. eng. murine tumors)"
"7001","GSM4567013","KRPC-A cells (from gen. eng. murine tumors)"
"7004","GSM4588292","HAP-1"
"7005","GSM4588293","HAP-1"
"7007","GSM4588295","HAP-1"
"7008","GSM4588296","HAP-1"
"7009","GSM4588297","HAP-1"
"7010","GSM4588298","HAP-1"
"7011","GSM4588299","HAP-1"
"7012","GSM4588300","HAP-1"
"7013","GSM4588301","HAP-1"
"7014","GSM4588302","HAP-1"
"7015","GSM4589657","Forebrain"
"7016","GSM4589658","Forebrain"
"7017","GSM4589659","Forebrain"
"7018","GSM4589660","Forebrain"
"7019","GSM4589661","Forebrain"
"7020","GSM4589662","Forebrain"
"7021","GSM4589663","Forebrain"
"7022","GSM4589664","Forebrain"
"7023","GSM4589665","Forebrain"
"7024","GSM4589666","Forebrain"
"7025","GSM4589667","Forebrain"
"7026","GSM4589668","Forebrain"
"7027","GSM4589669","Forebrain"
"7028","GSM4589670","Forebrain"
"7029","GSM4589671","Forebrain"
"7030","GSM4589672","Forebrain"
"7031","GSM4589673","Forebrain"
"7032","GSM4589674","Forebrain"
"7033","GSM4589675","Forebrain"
"7034","GSM4589676","Forebrain"
"7035","GSM4589677","Forebrain"
"7036","GSM4589678","hippocampus"
"7037","GSM4589679","hippocampus"
"7038","GSM4589680","hippocampus"
"7039","GSM4589681","hippocampus"
"7040","GSM4589682","hippocampus"
"7041","GSM4589683","hippocampus"
"7042","GSM4589684","hippocampus"
"7043","GSM4589685","hippocampus"
"7044","GSM4589686","hippocampus"
"7045","GSM4589687","hippocampus"
"7046","GSM4589688","hippocampus"
"7047","GSM4589689","hippocampus"
"7048","GSM4618168","skeletal muscle"
"7049","GSM4618169","skeletal muscle"
"7050","GSM4618170","skeletal muscle"
